region,flow,entity,budget_item,source,value
Mandalay,expenditure,"Ministries, Administrative Departments, Municipals",Development Affairs Organizations,Ordinary Expenditure,2642.273
Mandalay,expenditure,"Ministries, Administrative Departments, Municipals",General Administration Department,Grants,15
Mandalay,expenditure,"Ministries, Administrative Departments, Municipals",General Administration Department,Capital Expenditure,1596.976
Mandalay,expenditure,"Ministries, Administrative Departments, Municipals",Special Investigation Department,Capital Expenditure,19.76
Mandalay,expenditure,"Ministries, Administrative Departments, Municipals",Cooperative Department,Capital Expenditure,2.92
Mandalay,expenditure,"Ministries, Administrative Departments, Municipals",Small Enterprises,Capital Expenditure,2.18
Mandalay,expenditure,"Ministries, Administrative Departments, Municipals",Agriculture Department,Capital Expenditure,15.269
Mandalay,expenditure,"Ministries, Administrative Departments, Municipals",Fisheries Department,Capital Expenditure,11.794
Mandalay,expenditure,"Ministries, Administrative Departments, Municipals",Forestry,Capital Expenditure,2.1
Mandalay,expenditure,"Ministries, Administrative Departments, Municipals",Dry Zone Greening,Capital Expenditure,4.53
Mandalay,expenditure,"Ministries, Administrative Departments, Municipals",Sports and Physical Education Department,Capital Expenditure,33.3
Mandalay,expenditure,"Ministries, Administrative Departments, Municipals",Budget Department,Capital Expenditure,4.861
Mandalay,expenditure,"Ministries, Administrative Departments, Municipals",Planning Department,Capital Expenditure,83.495
Mandalay,expenditure,"Ministries, Administrative Departments, Municipals",Public Works,Capital Expenditure,2633.72
Mandalay,expenditure,"Ministries, Administrative Departments, Municipals",Mandalay City Development Committee,Capital Expenditure,16685.578
Mandalay,expenditure,"Ministries, Administrative Departments, Municipals",Development Affairs Organizations,Capital Expenditure,12707.706
Mandalay,expenditure,"Ministries, Administrative Departments, Municipals",Mandalay City Development Committee,Loans,200
Mandalay,income,State Owned Enterprises,Myanma Motion Picture Enterprise,Other Income,114.921
Mandalay,income,State Owned Enterprises,Myanma Salt & Marine Chemical Enterprise,Other Income,1.2
Mandalay,income,State Owned Enterprises,Public Works,Other Income,10872.395
Mandalay,expenditure,State Owned Enterprises,Myanma Motion Picture Enterprise,Ordinary Expenditure,142.985
Mandalay,expenditure,State Owned Enterprises,Myanma Salt & Marine Chemical Enterprise,Ordinary Expenditure,2.148
Mandalay,expenditure,State Owned Enterprises,Public Works,Ordinary Expenditure,10789.328
Mon,income,"High Court, Advocate General, Auditor General",Region/State Cabinet,Other Income,2391.875
Mon,income,"High Court, Advocate General, Auditor General",Courts,Other Income,8.889
Mon,income,"High Court, Advocate General, Auditor General",Legal Offices,Other Income,0.157
Mon,income,"High Court, Advocate General, Auditor General",Accounting Offices,Other Income,0.056
Mon,expenditure,"High Court, Advocate General, Auditor General",Region/State Cabinet,Ordinary Expenditure,238.063
Mon,expenditure,"High Court, Advocate General, Auditor General",Region/State Hluttaw,Ordinary Expenditure,95.92
Mon,expenditure,"High Court, Advocate General, Auditor General",Courts,Ordinary Expenditure,265.603
Mon,expenditure,"High Court, Advocate General, Auditor General",Legal Offices,Ordinary Expenditure,145.595
Mon,expenditure,"High Court, Advocate General, Auditor General",Accounting Offices,Ordinary Expenditure,332.869
Mon,expenditure,"High Court, Advocate General, Auditor General",Region/State Cabinet,Grants,2391.875
Mon,expenditure,"High Court, Advocate General, Auditor General",Region/State Hluttaw,Capital Expenditure,15.33
Mon,expenditure,"High Court, Advocate General, Auditor General",Courts,Capital Expenditure,63.43
Mon,expenditure,"High Court, Advocate General, Auditor General",Legal Offices,Capital Expenditure,32
Mon,expenditure,"High Court, Advocate General, Auditor General",Accounting Offices,Capital Expenditure,29.77
Mon,income,"Ministries, Administrative Departments, Municipals",Excise Revenue,Tax Revenue,381.24
Mon,income,"Ministries, Administrative Departments, Municipals",Land Revenue,Tax Revenue,748.95
Mon,income,"Ministries, Administrative Departments, Municipals",Embankment Tax,Tax Revenue,0.683
Mon,income,"Ministries, Administrative Departments, Municipals",Tax for extraction from Forest,Tax Revenue,181.388
Mon,income,"Ministries, Administrative Departments, Municipals",Tax for extraction from Minerals ,Tax Revenue,6.475
Mon,income,"Ministries, Administrative Departments, Municipals",Lakes/streams tax,Tax Revenue,128.042
Mon,income,"Ministries, Administrative Departments, Municipals",Property Tax,Tax Revenue,301.22
Mon,income,"Ministries, Administrative Departments, Municipals",Wheel Tax,Tax Revenue,55.664
Mon,income,"Ministries, Administrative Departments, Municipals",Revenue from Regional State Owned Enterprises,State-Owned Enterprises,57.222
Mon,income,"Ministries, Administrative Departments, Municipals",General Administration Department,Other Income,7.137
Mon,income,"Ministries, Administrative Departments, Municipals",Special Investigation Department,Other Income,0.061
Mon,income,"Ministries, Administrative Departments, Municipals",Cooperative Department,Other Income,1.149
Mon,income,"Ministries, Administrative Departments, Municipals",Small Enterprises,Other Income,0.12
Mon,income,"Ministries, Administrative Departments, Municipals",Water Resources Utilization Department,Other Income,0.556
Mon,income,"Ministries, Administrative Departments, Municipals",Agriculture Department,Other Income,3
Mon,income,"Ministries, Administrative Departments, Municipals",Industrial Crop Development Department,Other Income,1.56
Mon,income,"Ministries, Administrative Departments, Municipals",Fisheries Department,Other Income,1.937
Mon,income,"Ministries, Administrative Departments, Municipals",Livestock Breeding and Veterinary Department,Other Income,2.074
Mon,income,"Ministries, Administrative Departments, Municipals",Forestry,Other Income,5.205
Mon,income,"Ministries, Administrative Departments, Municipals",Sports and Physical Education Department,Other Income,0.04
Mon,income,"Ministries, Administrative Departments, Municipals",Planning Department,Other Income,0.014
Mon,income,"Ministries, Administrative Departments, Municipals",Human Settlement and Housing Development Department,Other Income,0.397
Mon,income,"Ministries, Administrative Departments, Municipals",Development Affairs Organizations,Other Income,4018.436
Mon,income,"Ministries, Administrative Departments, Municipals",Budget Department,Union Govt's Support Income,14138.955
Mon,expenditure,"Ministries, Administrative Departments, Municipals",General Administration Department,Ordinary Expenditure,1619.125
Mon,expenditure,"Ministries, Administrative Departments, Municipals",Special Investigation Department,Ordinary Expenditure,83.697
Mon,expenditure,"Ministries, Administrative Departments, Municipals",Cooperative Department,Ordinary Expenditure,251.811
Mon,expenditure,"Ministries, Administrative Departments, Municipals",Small Enterprises,Ordinary Expenditure,18.536
Mon,expenditure,"Ministries, Administrative Departments, Municipals",Water Resources Utilization Department,Ordinary Expenditure,150.114
Mon,expenditure,"Ministries, Administrative Departments, Municipals",Agriculture Department,Ordinary Expenditure,698.308
Mon,expenditure,"Ministries, Administrative Departments, Municipals",Industrial Crop Development Department,Ordinary Expenditure,264.382
Mon,expenditure,"Ministries, Administrative Departments, Municipals",Fisheries Department,Ordinary Expenditure,97.668
Mon,expenditure,"Ministries, Administrative Departments, Municipals",Livestock Breeding and Veterinary Department,Ordinary Expenditure,85.96
Mon,expenditure,"Ministries, Administrative Departments, Municipals",Forestry,Ordinary Expenditure,381.527
Mon,expenditure,"Ministries, Administrative Departments, Municipals",Sports and Physical Education Department,Ordinary Expenditure,173.255
Mon,expenditure,"Ministries, Administrative Departments, Municipals",Budget Department,Ordinary Expenditure,46.932
Mon,expenditure,"Ministries, Administrative Departments, Municipals",Planning Department,Ordinary Expenditure,188.55
Mon,expenditure,"Ministries, Administrative Departments, Municipals",Human Settlement and Housing Development Department,Ordinary Expenditure,88.954
Mon,expenditure,"Ministries, Administrative Departments, Municipals",Public Works,Ordinary Expenditure,4043.5
Mon,expenditure,"Ministries, Administrative Departments, Municipals",Central Inland Freight Handling Committee,Ordinary Expenditure,9.68
Mon,expenditure,"Ministries, Administrative Departments, Municipals",Development Affairs Organizations,Ordinary Expenditure,1996.532
Mon,expenditure,"Ministries, Administrative Departments, Municipals",General Administration Department,Grants,15
Mon,expenditure,"Ministries, Administrative Departments, Municipals",General Administration Department,Capital Expenditure,807.607
Mon,expenditure,"Ministries, Administrative Departments, Municipals",Special Investigation Department,Capital Expenditure,35
Mon,expenditure,"Ministries, Administrative Departments, Municipals",Cooperative Department,Capital Expenditure,17.6
Mon,expenditure,"Ministries, Administrative Departments, Municipals",Small Enterprises,Capital Expenditure,0.18
Mon,expenditure,"Ministries, Administrative Departments, Municipals",Agriculture Department,Capital Expenditure,38.45
Mon,expenditure,"Ministries, Administrative Departments, Municipals",Fisheries Department,Capital Expenditure,34.595
Mon,expenditure,"Ministries, Administrative Departments, Municipals",Forestry,Capital Expenditure,20.06
Mon,expenditure,"Ministries, Administrative Departments, Municipals",Budget Department,Capital Expenditure,5.445
Mon,expenditure,"Ministries, Administrative Departments, Municipals",Planning Department,Capital Expenditure,53.517
Mon,expenditure,"Ministries, Administrative Departments, Municipals",Human Settlement and Housing Development Department,Capital Expenditure,1.6
Mon,expenditure,"Ministries, Administrative Departments, Municipals",Public Works,Capital Expenditure,5230.05
Mon,expenditure,"Ministries, Administrative Departments, Municipals",Development Affairs Organizations,Capital Expenditure,2514.421
Mon,income,State Owned Enterprises,Myanma Motion Picture Enterprise,Other Income,37.5
Mon,income,State Owned Enterprises,Myanma Salt & Marine Chemical Enterprise,Other Income,17.157
Mon,income,State Owned Enterprises,Public Works,Other Income,9276.001
Mon,expenditure,State Owned Enterprises,Myanma Motion Picture Enterprise,Ordinary Expenditure,33.671
Mon,expenditure,State Owned Enterprises,Myanma Salt & Marine Chemical Enterprise,Ordinary Expenditure,44.053
Mon,expenditure,State Owned Enterprises,Public Works,Ordinary Expenditure,9112.925
Rakhine,income,"High Court, Advocate General, Auditor General",Region/State Cabinet,Other Income,77.909
Rakhine,income,"High Court, Advocate General, Auditor General",Courts,Other Income,32.228
Rakhine,income,"High Court, Advocate General, Auditor General",Legal Offices,Other Income,0.133
Rakhine,income,"High Court, Advocate General, Auditor General",Accounting Offices,Other Income,0.06
Rakhine,income,"High Court, Advocate General, Auditor General",Region/State Cabinet,Union Govt's Support Income,1000
Rakhine,expenditure,"High Court, Advocate General, Auditor General",Region/State Cabinet,Ordinary Expenditure,6626.209
Rakhine,expenditure,"High Court, Advocate General, Auditor General",Region/State Hluttaw,Ordinary Expenditure,516.74
Rakhine,expenditure,"High Court, Advocate General, Auditor General",Courts,Ordinary Expenditure,537.179
Rakhine,expenditure,"High Court, Advocate General, Auditor General",Legal Offices,Ordinary Expenditure,321.571
Rakhine,expenditure,"High Court, Advocate General, Auditor General",Accounting Offices,Ordinary Expenditure,497.438
Rakhine,expenditure,"High Court, Advocate General, Auditor General",Region/State Cabinet,Grants,1000
Rakhine,expenditure,"High Court, Advocate General, Auditor General",Region/State Cabinet,Capital Expenditure,2518.797
Rakhine,expenditure,"High Court, Advocate General, Auditor General",Region/State Hluttaw,Capital Expenditure,358.295
Rakhine,expenditure,"High Court, Advocate General, Auditor General",Courts,Capital Expenditure,426.717
Rakhine,expenditure,"High Court, Advocate General, Auditor General",Legal Offices,Capital Expenditure,117.686
Rakhine,expenditure,"High Court, Advocate General, Auditor General",Accounting Offices,Capital Expenditure,50
Rakhine,income,"Ministries, Administrative Departments, Municipals",Excise Revenue,Tax Revenue,167.149
Rakhine,income,"Ministries, Administrative Departments, Municipals",Land Revenue,Tax Revenue,905.737
Rakhine,income,"Ministries, Administrative Departments, Municipals",Embankment Tax,Tax Revenue,0.172
Rakhine,income,"Ministries, Administrative Departments, Municipals",Tax for extraction from Forest,Tax Revenue,118.894
Rakhine,income,"Ministries, Administrative Departments, Municipals",Tax for extraction from Minerals ,Tax Revenue,2.337
Rakhine,income,"Ministries, Administrative Departments, Municipals",Lakes/streams tax,Tax Revenue,133.067
Rakhine,income,"Ministries, Administrative Departments, Municipals",Property Tax,Tax Revenue,126.063
Rakhine,income,"Ministries, Administrative Departments, Municipals",Wheel Tax,Tax Revenue,30.991
Rakhine,income,"Ministries, Administrative Departments, Municipals",Revenue from Regional State Owned Enterprises,State-Owned Enterprises,445.617
Rakhine,income,"Ministries, Administrative Departments, Municipals",General Administration Department,Other Income,5.116
Rakhine,income,"Ministries, Administrative Departments, Municipals",Special Investigation Department,Other Income,0.042
Rakhine,income,"Ministries, Administrative Departments, Municipals",Cooperative Department,Other Income,0.834
Rakhine,income,"Ministries, Administrative Departments, Municipals",Small Enterprises,Other Income,0.694
Rakhine,income,"Ministries, Administrative Departments, Municipals",Water Resources Utilization Department,Other Income,0.39
Rakhine,income,"Ministries, Administrative Departments, Municipals",Industrial Crop Development Department,Other Income,1.2
Rakhine,income,"Ministries, Administrative Departments, Municipals",Fisheries Department,Other Income,3.25
Rakhine,income,"Ministries, Administrative Departments, Municipals",Livestock Breeding and Veterinary Department,Other Income,3.868
Rakhine,income,"Ministries, Administrative Departments, Municipals",Forestry,Other Income,4.2
Rakhine,income,"Ministries, Administrative Departments, Municipals",Sports and Physical Education Department,Other Income,5.91
Rakhine,income,"Ministries, Administrative Departments, Municipals",Planning Department,Other Income,0.021
Rakhine,income,"Ministries, Administrative Departments, Municipals",Human Settlement and Housing Development Department,Other Income,0.468
Rakhine,income,"Ministries, Administrative Departments, Municipals",Public Works,Other Income,130
Rakhine,income,"Ministries, Administrative Departments, Municipals",Development Affairs Organizations,Other Income,3252.376
Rakhine,income,"Ministries, Administrative Departments, Municipals",Budget Department,Union Govt's Support Income,46758.654
Rakhine,expenditure,"Ministries, Administrative Departments, Municipals",General Administration Department,Ordinary Expenditure,4168.785
Rakhine,expenditure,"Ministries, Administrative Departments, Municipals",Special Investigation Department,Ordinary Expenditure,108.672
Rakhine,expenditure,"Ministries, Administrative Departments, Municipals",Cooperative Department,Ordinary Expenditure,437.689
Rakhine,expenditure,"Ministries, Administrative Departments, Municipals",Small Enterprises,Ordinary Expenditure,17.064
Rakhine,expenditure,"Ministries, Administrative Departments, Municipals",Water Resources Utilization Department,Ordinary Expenditure,49.8
Rakhine,expenditure,"Ministries, Administrative Departments, Municipals",Agriculture Department,Ordinary Expenditure,769.902
Rakhine,expenditure,"Ministries, Administrative Departments, Municipals",Industrial Crop Development Department,Ordinary Expenditure,202.719
Rakhine,expenditure,"Ministries, Administrative Departments, Municipals",Fisheries Department,Ordinary Expenditure,290.635
Rakhine,expenditure,"Ministries, Administrative Departments, Municipals",Livestock Breeding and Veterinary Department,Ordinary Expenditure,126.104
Rakhine,expenditure,"Ministries, Administrative Departments, Municipals",Forestry,Ordinary Expenditure,608.121
Rakhine,expenditure,"Ministries, Administrative Departments, Municipals",Sports and Physical Education Department,Ordinary Expenditure,518.65
Rakhine,expenditure,"Ministries, Administrative Departments, Municipals",Budget Department,Ordinary Expenditure,48.748
Rakhine,expenditure,"Ministries, Administrative Departments, Municipals",Planning Department,Ordinary Expenditure,264.857
Rakhine,expenditure,"Ministries, Administrative Departments, Municipals",Human Settlement and Housing Development Department,Ordinary Expenditure,121.744
Rakhine,expenditure,"Ministries, Administrative Departments, Municipals",Public Works,Ordinary Expenditure,25637.84
Rakhine,expenditure,"Ministries, Administrative Departments, Municipals",Central Inland Freight Handling Committee,Ordinary Expenditure,12.081
Rakhine,expenditure,"Ministries, Administrative Departments, Municipals",Development Affairs Organizations,Ordinary Expenditure,1467.453
Rakhine,expenditure,"Ministries, Administrative Departments, Municipals",General Administration Department,Capital Expenditure,2260.468
Rakhine,expenditure,"Ministries, Administrative Departments, Municipals",Special Investigation Department,Capital Expenditure,27
Rakhine,expenditure,"Ministries, Administrative Departments, Municipals",Cooperative Department,Capital Expenditure,35.99
Rakhine,expenditure,"Ministries, Administrative Departments, Municipals",Small Enterprises,Capital Expenditure,0.76
Rakhine,expenditure,"Ministries, Administrative Departments, Municipals",Agriculture Department,Capital Expenditure,143.274
Rakhine,expenditure,"Ministries, Administrative Departments, Municipals",Industrial Crop Development Department,Capital Expenditure,87
Rakhine,expenditure,"Ministries, Administrative Departments, Municipals",Fisheries Department,Capital Expenditure,119.5
Rakhine,expenditure,"Ministries, Administrative Departments, Municipals",Livestock Breeding and Veterinary Department,Capital Expenditure,22
Rakhine,expenditure,"Ministries, Administrative Departments, Municipals",Forestry,Capital Expenditure,116.194
Rakhine,expenditure,"Ministries, Administrative Departments, Municipals",Sports and Physical Education Department,Capital Expenditure,543.497
Rakhine,expenditure,"Ministries, Administrative Departments, Municipals",Budget Department,Capital Expenditure,302.555
Rakhine,expenditure,"Ministries, Administrative Departments, Municipals",Planning Department,Capital Expenditure,285.735
Rakhine,expenditure,"Ministries, Administrative Departments, Municipals",Human Settlement and Housing Development Department,Capital Expenditure,259.325
Rakhine,expenditure,"Ministries, Administrative Departments, Municipals",Development Affairs Organizations,Capital Expenditure,1442.597
Rakhine,income,State Owned Enterprises,Myanma Motion Picture Enterprise,Other Income,15.54
Rakhine,income,State Owned Enterprises,Myanma Salt & Marine Chemical Enterprise,Other Income,28.85
Rakhine,income,State Owned Enterprises,Public Works,Other Income,25639.84
Rakhine,expenditure,State Owned Enterprises,Myanma Motion Picture Enterprise,Ordinary Expenditure,23.266
Rakhine,expenditure,State Owned Enterprises,Myanma Salt & Marine Chemical Enterprise,Ordinary Expenditure,51.908
Rakhine,expenditure,State Owned Enterprises,Public Works,Ordinary Expenditure,24458.51
Rakhine,expenditure,State Owned Enterprises,Public Works,Capital Expenditure,890.535
Sagaing,income,"High Court, Advocate General, Auditor General",Region/State Cabinet,Other Income,1292.606
Sagaing,income,"High Court, Advocate General, Auditor General",Courts,Other Income,43.25
Sagaing,income,"High Court, Advocate General, Auditor General",Legal Offices,Other Income,0.57
Sagaing,income,"High Court, Advocate General, Auditor General",Accounting Offices,Other Income,0.19
Sagaing,income,"High Court, Advocate General, Auditor General",Region/State Cabinet,Union Govt's Support Income,1000
Sagaing,expenditure,"High Court, Advocate General, Auditor General",Region/State Cabinet,Ordinary Expenditure,661.666
Sagaing,expenditure,"High Court, Advocate General, Auditor General",Region/State Hluttaw,Ordinary Expenditure,364.261
Sagaing,expenditure,"High Court, Advocate General, Auditor General",Courts,Ordinary Expenditure,771.905
Sagaing,expenditure,"High Court, Advocate General, Auditor General",Legal Offices,Ordinary Expenditure,374.461
Sagaing,expenditure,"High Court, Advocate General, Auditor General",Accounting Offices,Ordinary Expenditure,972.781
Sagaing,expenditure,"High Court, Advocate General, Auditor General",Region/State Cabinet,Grants,2292.606
Sagaing,expenditure,"High Court, Advocate General, Auditor General",Region/State Cabinet,Capital Expenditure,5519.139
Sagaing,expenditure,"High Court, Advocate General, Auditor General",Region/State Hluttaw,Capital Expenditure,591.99
Sagaing,expenditure,"High Court, Advocate General, Auditor General",Courts,Capital Expenditure,1.1
Sagaing,expenditure,"High Court, Advocate General, Auditor General",Legal Offices,Capital Expenditure,0.8
Sagaing,expenditure,"High Court, Advocate General, Auditor General",Accounting Offices,Capital Expenditure,11.4
Sagaing,income,"Ministries, Administrative Departments, Municipals",Excise Revenue,Tax Revenue,610.96
Sagaing,income,"Ministries, Administrative Departments, Municipals",Land Revenue,Tax Revenue,2721.221
Sagaing,income,"Ministries, Administrative Departments, Municipals",Embankment Tax,Tax Revenue,0.138
Sagaing,income,"Ministries, Administrative Departments, Municipals",Tax for extraction from Forest,Tax Revenue,224.694
Sagaing,income,"Ministries, Administrative Departments, Municipals",Tax for extraction from Minerals ,Tax Revenue,31.727
Sagaing,income,"Ministries, Administrative Departments, Municipals",Lakes/streams tax,Tax Revenue,400
Sagaing,income,"Ministries, Administrative Departments, Municipals",Property Tax,Tax Revenue,473.674
Sagaing,income,"Ministries, Administrative Departments, Municipals",Wheel Tax,Tax Revenue,207.219
Sagaing,income,"Ministries, Administrative Departments, Municipals",Budget Department,State-Owned Enterprises,192.736
Sagaing,income,"Ministries, Administrative Departments, Municipals",General Administration Department,Other Income,4.672
Sagaing,income,"Ministries, Administrative Departments, Municipals",Special Investigation Department,Other Income,0.025
Sagaing,income,"Ministries, Administrative Departments, Municipals",Cooperative Department,Other Income,5.213
Sagaing,income,"Ministries, Administrative Departments, Municipals",Small Enterprises,Other Income,0.82
Sagaing,income,"Ministries, Administrative Departments, Municipals",Water Resources Utilization Department,Other Income,150.483
Sagaing,income,"Ministries, Administrative Departments, Municipals",Agriculture Department,Other Income,3.18
Sagaing,income,"Ministries, Administrative Departments, Municipals",Industrial Crop Development Department,Other Income,4.915
Sagaing,income,"Ministries, Administrative Departments, Municipals",Fisheries Department,Other Income,8.22
Sagaing,income,"Ministries, Administrative Departments, Municipals",Livestock Breeding and Veterinary Department,Other Income,11.025
Sagaing,income,"Ministries, Administrative Departments, Municipals",Bee Department,Other Income,0.76
Sagaing,income,"Ministries, Administrative Departments, Municipals",Forestry,Other Income,19.475
Sagaing,income,"Ministries, Administrative Departments, Municipals",Dry Zone Greening,Other Income,0.309
Sagaing,income,"Ministries, Administrative Departments, Municipals",Sports and Physical Education Department,Other Income,0.05
Sagaing,income,"Ministries, Administrative Departments, Municipals",Budget Department,Other Income,0.95
Sagaing,income,"Ministries, Administrative Departments, Municipals",Planning Department,Other Income,0.069
Sagaing,income,"Ministries, Administrative Departments, Municipals",Human Settlement and Housing Development Department,Other Income,7.976
Sagaing,income,"Ministries, Administrative Departments, Municipals",Public Works,Other Income,65
Sagaing,income,"Ministries, Administrative Departments, Municipals",Development Affairs Organizations,Other Income,142.97
Sagaing,income,"Ministries, Administrative Departments, Municipals",Budget Department,Union Govt's Support Income,58923.394
Sagaing,income,"Ministries, Administrative Departments, Municipals",Budget Department,Borrowed Income,117.902
Sagaing,expenditure,"Ministries, Administrative Departments, Municipals",General Administration Department,Ordinary Expenditure,7829.714
Sagaing,expenditure,"Ministries, Administrative Departments, Municipals",Special Investigation Department,Ordinary Expenditure,120.564
Sagaing,expenditure,"Ministries, Administrative Departments, Municipals",Cooperative Department,Ordinary Expenditure,1258.146
Sagaing,expenditure,"Ministries, Administrative Departments, Municipals",Small Enterprises,Ordinary Expenditure,23.808
Sagaing,expenditure,"Ministries, Administrative Departments, Municipals",Water Resources Utilization Department,Ordinary Expenditure,2331.465
Sagaing,expenditure,"Ministries, Administrative Departments, Municipals",Agriculture Department,Ordinary Expenditure,1287.324
Sagaing,expenditure,"Ministries, Administrative Departments, Municipals",Industrial Crop Development Department,Ordinary Expenditure,700.7
Sagaing,expenditure,"Ministries, Administrative Departments, Municipals",Fisheries Department,Ordinary Expenditure,210.218
Sagaing,expenditure,"Ministries, Administrative Departments, Municipals",Livestock Breeding and Veterinary Department,Ordinary Expenditure,393.433
Sagaing,expenditure,"Ministries, Administrative Departments, Municipals",Bee Department,Ordinary Expenditure,78.98
Sagaing,expenditure,"Ministries, Administrative Departments, Municipals",Forestry,Ordinary Expenditure,1628.236
Sagaing,expenditure,"Ministries, Administrative Departments, Municipals",Dry Zone Greening,Ordinary Expenditure,550.82
Sagaing,expenditure,"Ministries, Administrative Departments, Municipals",Sports and Physical Education Department,Ordinary Expenditure,226.798
Sagaing,expenditure,"Ministries, Administrative Departments, Municipals",Budget Department,Ordinary Expenditure,82.049
Sagaing,expenditure,"Ministries, Administrative Departments, Municipals",Planning Department,Ordinary Expenditure,610.047
Sagaing,expenditure,"Ministries, Administrative Departments, Municipals",Human Settlement and Housing Development Department,Ordinary Expenditure,85.029
Sagaing,expenditure,"Ministries, Administrative Departments, Municipals",Public Works,Ordinary Expenditure,29722.476
Sagaing,expenditure,"Ministries, Administrative Departments, Municipals",Central Inland Freight Handling Committee,Ordinary Expenditure,33.551
Sagaing,expenditure,"Ministries, Administrative Departments, Municipals",Development Affairs Organizations,Ordinary Expenditure,3517.619
Sagaing,expenditure,"Ministries, Administrative Departments, Municipals",General Administration Department,Grants,20
Sagaing,expenditure,"Ministries, Administrative Departments, Municipals",General Administration Department,Capital Expenditure,2800.779
Sagaing,expenditure,"Ministries, Administrative Departments, Municipals",Special Investigation Department,Capital Expenditure,97.775
Sagaing,expenditure,"Ministries, Administrative Departments, Municipals",Cooperative Department,Capital Expenditure,2061.592
Sagaing,expenditure,"Ministries, Administrative Departments, Municipals",Small Enterprises,Capital Expenditure,0.18
Sagaing,expenditure,"Ministries, Administrative Departments, Municipals",Agriculture Department,Capital Expenditure,14.6
Sagaing,expenditure,"Ministries, Administrative Departments, Municipals",Industrial Crop Development Department,Capital Expenditure,286.55
Sagaing,expenditure,"Ministries, Administrative Departments, Municipals",Fisheries Department,Capital Expenditure,155.7
Sagaing,expenditure,"Ministries, Administrative Departments, Municipals",Dry Zone Greening,Capital Expenditure,4.53
Sagaing,expenditure,"Ministries, Administrative Departments, Municipals",Sports and Physical Education Department,Capital Expenditure,2.899
Sagaing,expenditure,"Ministries, Administrative Departments, Municipals",Budget Department,Capital Expenditure,175.96
Sagaing,expenditure,"Ministries, Administrative Departments, Municipals",Planning Department,Capital Expenditure,7.315
Sagaing,expenditure,"Ministries, Administrative Departments, Municipals",Human Settlement and Housing Development Department,Capital Expenditure,1361.281
Sagaing,expenditure,"Ministries, Administrative Departments, Municipals",Development Affairs Organizations,Capital Expenditure,5919.76
Sagaing,income,State Owned Enterprises,Myanma Motion Picture Enterprise,Other Income,31.11
Sagaing,income,State Owned Enterprises,Myanma Salt & Marine Chemical Enterprise,Other Income,6.062
Sagaing,income,State Owned Enterprises,Public Works,Other Income,29732.426
Sagaing,expenditure,State Owned Enterprises,Myanma Motion Picture Enterprise,Ordinary Expenditure,32.433
Sagaing,expenditure,State Owned Enterprises,Myanma Salt & Marine Chemical Enterprise,Ordinary Expenditure,30.97
Sagaing,expenditure,State Owned Enterprises,Public Works,Ordinary Expenditure,28913.67
Sagaing,expenditure,State Owned Enterprises,Public Works,Capital Expenditure,296.8
Shan,income,"High Court, Advocate General, Auditor General",Region/State Cabinet,Other Income,1811.783
Shan,income,"High Court, Advocate General, Auditor General",Courts,Other Income,26.887
Shan,income,"High Court, Advocate General, Auditor General",Legal Offices,Other Income,0.66
Shan,income,"High Court, Advocate General, Auditor General",Accounting Offices,Other Income,5.989
Shan,income,"High Court, Advocate General, Auditor General",Region/State Cabinet,Union Govt's Support Income,1000
Shan,expenditure,"High Court, Advocate General, Auditor General",Region/State Cabinet,Ordinary Expenditure,839.187
Shan,expenditure,"High Court, Advocate General, Auditor General",Region/State Hluttaw,Ordinary Expenditure,384.592
Shan,expenditure,"High Court, Advocate General, Auditor General",Courts,Ordinary Expenditure,803.412
Shan,expenditure,"High Court, Advocate General, Auditor General",Legal Offices,Ordinary Expenditure,460.968
Shan,expenditure,"High Court, Advocate General, Auditor General",Accounting Offices,Ordinary Expenditure,1118.418
Shan,expenditure,"High Court, Advocate General, Auditor General",Region/State Cabinet,Grants,2561.783
Shan,expenditure,"High Court, Advocate General, Auditor General",Region/State Cabinet,Capital Expenditure,997.453
Shan,expenditure,"High Court, Advocate General, Auditor General",Courts,Capital Expenditure,252.623
Shan,expenditure,"High Court, Advocate General, Auditor General",Accounting Offices,Capital Expenditure,44.919
Shan,income,"Ministries, Administrative Departments, Municipals",Excise Revenue,Tax Revenue,415.681
Shan,income,"Ministries, Administrative Departments, Municipals",Land Revenue,Tax Revenue,1139.507
Shan,income,"Ministries, Administrative Departments, Municipals",Embankment Tax,Tax Revenue,28.18
Shan,income,"Ministries, Administrative Departments, Municipals",Tax for extraction from Forest,Tax Revenue,157.018
Shan,income,"Ministries, Administrative Departments, Municipals",Tax for extraction from Minerals ,Tax Revenue,11.798
Shan,income,"Ministries, Administrative Departments, Municipals",Lakes/streams tax,Tax Revenue,6.55
Shan,income,"Ministries, Administrative Departments, Municipals",Property Tax,Tax Revenue,825.357
Shan,income,"Ministries, Administrative Departments, Municipals",Wheel Tax,Tax Revenue,251.013
Shan,income,"Ministries, Administrative Departments, Municipals",Revenue from Regional State Owned Enterprises,State-Owned Enterprises,586.599
Shan,income,"Ministries, Administrative Departments, Municipals",General Administration Department,Other Income,19.596
Shan,income,"Ministries, Administrative Departments, Municipals",Special Investigation Department,Other Income,0.115
Shan,income,"Ministries, Administrative Departments, Municipals",Cooperative Department,Other Income,1.309
Shan,income,"Ministries, Administrative Departments, Municipals",Small Enterprises,Other Income,0.69
Shan,income,"Ministries, Administrative Departments, Municipals",Water Resources Utilization Department,Other Income,2.14
